id,label,tweet
1345,2,<username> cute but i love her yellow raincoat the most the contrast with that & ampher hair looks so cute p i love her face in your icon
1346,0,faggot <url>
1347,2,if you a hoe ima treat you like one just like if youre a good girl ima treat you like one i dont discriminate
1348,0,man <username> ducked me like a true hick would have split that white trash faggot lid
1349,2,charlie looking like hes the one that made that 3
1350,2,apparently im pathetic trash alright
1351,2,rt <username> week from thursday might be the last yankees game to look forward to in a while if nothing else jeter deserves that night & 8230
1352,2,<username> <username> <username> approximately 12 in one crash there wasnt supposed to be that many members of a seal team on one bird
1353,1,just remember when having standards becomes cool againim gonna call a lot of you out for staying quiet like a bitch all this time
1354,2,<username> im viswa moulie i wanna be ur friend please shall i
1355,2,this brownies bro
1356,1,& 8220 <username> bitch thats ham on her face <url> <username>
1357,2,at pussy cat lounge killin it with my girlz <username> and <username>
1358,1,<username> i view hackers on the same level as shoplifters bitch slapped into the lake and held until drowning harsh but yeah hate
1359,0,<username> im jus tryna vaca away from the niggers bro
1360,1,<username> text me bitch
1361,0,i hate fat bitches
1362,2,<username> oh well turns out that baby aint mine does jig
1363,2,<username> boys still got birds in the cage lol
1364,0,rt <username> on nigger day we honor nigger traditions by not working
1365,1,pony tail red nails still in school bitch
1366,1,rt <username> bitches talking bout dey bout ta chill out on going out you bitches just saying dat cause its getting cold and u bitches d & 8230
1367,1,<username> no clue but these bad hoes aint really bad
1368,1,why cant there be bomb single bitches available on tap
1369,0,hope gezus gets shot in his faggot head houston nbombs
1370,2,<username> <username> i was gone once dog ran a coon up the transformer pole she picked it off with one shotand still had electricity
1371,2,rt <username> congrats to derek jeter who will start at shortstop in his 14th and final allstar game farewellcaptain <url>
1372,1,lawd i got so many enemies bitches i dont even know
1373,2,that mocha colored chick doe & gt & gt & gt & gt think i fell in love & 128525 & 128525 & 128525
1374,1,i love how when it was airing everyone loved kill la kill but i was like no its fucking trash and now everyone who loved it hates it
1375,2,rt <username> congressional hopeful richard tisei stops in at bakers swampscott rally but still no charlie wcvb <url>
1376,2,wh obama won & 8217t name holder & 8217s replacement until you rubes have already cast your midterm ballots hot air <url>
1377,2,rt <username> raven symones hair be like im not colored im american <url>
1378,2,maybe i dont feel too great because i only got 3hrs of sleep surely its not last nights boxes of cookies & amp crackers dinner & 128055 & 128534 chunk
1379,0,<username> congratulations you are officially fucking retarded
1380,2,chicken spaghetti trash
1381,2,foto mimiblargh ok pls consider this kingdom birbs can u guess who is who and what birds they are <url>
1382,1,lemme find out you didnt answer my call cause you otp with that niggah & 1041204
1383,0,& 8220 <username> just got done with my last final and im walkin around campus like i own this place & 8221 queer
1384,1,<username> well i dont use it anymore and id like a dslr im just a broke bitch so yeah
1385,0,<username> <username> what do you want fag
1386,1,if pussy lips could talk ill go down there like its whispering
1387,1,i swear that hoe b trying it
1388,2,<username> blaxican
1389,2,rt <username> <username> <username> worse yet u meet a bird with a nice ras and youre like something about u looks familiar lol & 8230
1390,2,cheezits honey bbq lays oreos and a monstrous glass of 2 % right now im the skinnyfat poster boy
1391,2,<username> & 8220 <username> <username> <username> hoes austin & 8221 teach us austini teach u how to get curved thats all i know
1392,2,finally got an updated pic with angel wing colored <url>
1393,2,im not big on the uncle tom slur anyway but can we at least reserve it for those who earn it not just those who dare to not vote dem
1394,2,rt <username> reasons to be a mermaid no periods no pants perfect hair u get to lure men into their death also free clam bra
1395,2,rt <username> women only play casual game like kim k game & amp anger bird they dont play real games like male power fantasy 2 or jingoi & 8230
1396,2,review the yanks are coming a military history of the united states in world war i <url> via <username>
1397,1,rt <username> & 8220 <username> i swear to god whitney is a regina george & 128128 <url> wow im a bitch & 128123
1398,1,chop the top on the porsche thats a headless horse extendo long as an extension cord bitch i ball like jordan and i play full court
1399,1,me too rt <username> <username> im finna look for tht hoebut shiiiidi know sumptin bout a cont <url>
1400,2,rt <username> in the yankees draft room they had a huge picture of greg campbell with the message this is the makeup were looking for
1401,2,one of the great treasures of living in san diego is ready access to mexican twinkies made with real sugar and mexican coca cola
1402,2,this dumb berk drives in circles through town on his bright yellow cycle with music blaring incredibly & 8230 <url>
1403,2,many people claiming slippery slope is now absolute are same ones who said slippery slope is an argument for the paranoid delusional tcot
1404,2,royals milwaukee let yost gonow they wished they hadnt cause they suckhow about nowhes the guy win or lose yankees fire girardi & 128073yost
1405,2,<username> naw im trash keep ya pity hugs & 128530 & 128133
1406,1,these hoes gettin replaced soon as they start to fuck wit my cheques
1407,2,happy birthday bird <username>
1408,1,been schooling these bitches since 92 & 128524
1409,1,well dayum rt <username> i seen you bitches knocking censor tags off your clothes on your patio with hammers <url>
1410,1,i remember when this lil bitch caught me slippin n had me get ina car an 2 mins later im lookin at this nigga holdin a gun in my face
1411,2,rose colored glasses only you guys wvnextin 6
1412,1,i just heard my mom go she is up v annoyed bitch the fuck you expect i slept for how long and now im hungry bye felecia
1413,0,<username> hell naw fuck them bitches serves them right
1414,2,<username> the spear chuckers are flooding into upton park
1415,0,<username> lmao soft ass nigga trying to act all tough you a little bitch sit down and watch from the sidelines pussy
1416,1,omfg the crazy bitch is here & 128557 & 128584
1417,2,rt <username> yanks have a cocktail called an irish car bomb but if you stuck two flakes in an ice cream cone and called it a 911 & 8230
1418,2,always thought golden oreos were the same as original oreos but oh my god i just climaxed
1419,1,<username> no i dont fuck with those hoes ask paco he does
1420,1,rt <username> 13hours of hell obama flat out lied to get reelected killery & ltwhat diff does it make now karma its a bitch http & 8230
1421,1,oh it was multiple dna on ol girl man they ran a train on that hoe & 128514 & 128514 & 128514
1422,0,somebody please choke that fucking retard that keeps yelling mashed potatoes what a tool pgachampionship
1423,1,rt <username> & 128514 & 128514 & 128514 & 128514 rt & 8220 <username> wtf this bitch broke her arm eery time she hit the shit <url>
1424,0,<username> <username> ill do it <username> in the uk fag means cigarette and a faggot is a bundle of sticks you homo
1425,1,<username> equality niggah
1426,0,people who go to church in hollywood ca are all white trash filth
1427,0,<username> stay talking defending your fuckboy ass boyfriend or what go suck him off while youre at it faggot
1428,2,met a woman who was trying to feed a crow a brazil nut
1429,2,rt <username> cookies n cream oreo fudge ice cream <url>
1430,0,im just upset they got faggots on this show
1431,0,brady heard yall say he was washed now he washing the league on you hoe ass niggas
1432,1,<username> wya bitch
1433,0,<username> <username> <username> your getting blocked faggot
1434,2,this bitch <username> buys sparkling water
1435,2,<username> how all of the qbs we had before this season were trash they brought in a veteran so they could have someone to play
1436,0,<username> legit retard
1437,2,rt <username> fairy tale does not deny the existence of sorrow and failure
1438,1,hysterical calling bho a monkey northkorea & lt may be a bunch of assholes but that comment made me belly laugh
1439,1,hit his bitch im like shaggy im like no it wasnt me
1440,2,rt <username> every seth mcfarlene cartoon is trash yall love low iq comedy
1441,1,damn bitch you nosey please dont touch my phone please
1442,2,rt <username> yankees acquire chase headley from the padres for yangervis solarte and rafael depaula
1443,2,rt <username> just eating animal crackers in sacrament 17andlovinit
1444,2,& 8220 <username> what will the lakers be after kobe & 8221 trash
