id,label,tweet
1179,1,<username> bruhhh im joking dont pop trunk on me im just a bitch ass niiiieeegggaaa
1180,2,<username> you mean the one i colored with crayons isnt copacetic
1181,2,<username> my guy is a maine coon and a total cuddle bum every one that ive ever met has been super friendly
1182,0,bitch ass nigga be hating on black women uncle tom bitch punk
1183,2,<username> i read a black man tweet hot sauce is trash & amp watermelon is overrated i cant deal
1184,0,<username> <username> good leave you stupid faggot
1185,0,<username> im going to blame the black man since they always blame whitey im an equal opportunity hater
1186,0,rt <username> <username> shes one of the ugliest women ive ever seen cross between a reptile and a crow <url>
1187,1,rt <username> he rip that bitch & 128175
1188,1,rt <username> & 8220 <username> i have no hoes man i dont need those though & 128564 & 8221 & 128557 & 128557 i need to pick mines back up & 128553
1189,0,fuck that hoe thats exactly what dese hoes doin gettin fucked nd yall niggas the one to blame
1190,2,legion of jig & 128557 & 128557 & 128557
1191,2,<username> yellow fin
1192,2,rt <username> that pointy nail game is for da birds
1193,2,<username> or your in the ghetto
1194,1,i feel like its gon be a homo revalution round dis bitch deez niggas expandin
1195,0,<username> happy birthday faggot
1196,2,charlie sheens video message to president obama <url>
1197,1,rt <username> & 8220 <username> tom ford probably fucking all these hoes & 8221 he probably would be if he wasnt a homosexual
1198,0,accept your flaws and imperfections because thats what makes you you see im a fuck small dick faggot with parents who dont love me
1199,0,everyone tells me the exact same thing but i wont listen coon
1200,1,<username> but can we all at least agree that you whining like a little bitch because someone threw your phone is absolutely hilarious
1201,0,whats so good about prom all i see is another faggot ass high school dance
1202,1,rt <username> this bitch don went super saiyan 5 at walmart <url>
1203,2,even nature looks awesome when colored in 663399becca <url>
1204,2,they must be russian birds russian birds are known for invading chiminea <username> <username>
1205,2,literally in the middle of the ghetto and these people look scary
1206,0,black bitches dont be kickin up in our school bitches still comin wit durags still on they head nd shit
1207,2,<username> cowboy killers & 128525
1208,0,these hoes be lying to all of us nigga i got news for the monogamous niggas yo bitch fucking anonymous niggas
1209,0,rt <username> you are trash me <url>
1210,2,whoooooaaa no chill savage & 8220 <username> here monkey monkey <url>
1211,1,killt dat bitch & 8220 <username> shmoney bitch <username> <username> <username> <url>
1212,1,<username> <username> <username> until the world sees 2 faggot jungle bunnies are fucking and one got pregnant
1213,1,rt <username> i know where i would be tonight if i was in atl mansionelan i can bet that bitch gone be lit tonight & 128293 & 128293
1214,1,dark skinned girls with blonde hair need to stop it the only bitch that can rock that is dijonay from the proud family
1215,2,<username> check cashing on the corner of el cajon and calwood its across the steer for pollo loco
1216,0,rt <username> <username> <username> <username> <username> <username> start crying and stalking him faggot i want to laff
1217,2,hick and raver is a venn diagram that has a very large intersection
1218,0,rt <username> if i was obama id call a press conference & amp slit joe bidens neck on live tv just 2 show these crackers i mean business & 8230
1219,0,<username> i swear to god nigger you better still hang with me before work you got my hype
1220,2,sewing is also a requirement to be an isis jihadi girl keep the mens clothes presentable isisfeminism <url>
1221,1,& 8220 <username> what these bitches want from ah nigga & 128526 & 8221
1222,1,rt <username> you a pussy i see yo whiskers
1223,0,& 8220 <username> <username> if fleek in yo vocabulary you a faggot & 8221
1224,1,you just salty you ugly and white rt <username> <username> they all some hoes
1225,0,<username> so your a nigger fighter huh
1226,2,<username> im so sick of self serving politicians standing by while bo trashes america wearerepublicnotregime impeachobama
1227,0,nah its you <username> & 128514 & 128514 & 128514 & 128514 yo i thought some 1 photoshopped my face on that faggot smmfhi hate yall <url>
1228,2,international law enforcement operation disrupts shylock banking malware pcworld international law enforcem <url>
1229,2,rt <username> protest climate change leaves trash behind votingmatters
1230,2,rt <username> emma watson <url>
1231,0,i hate when black people try and be white so bad your a nigger
1232,2,<username> <username> teabaggers weakening food and environmental regulations is infinitely more scary and lethal than terrorism
1233,0,<username> im surprised you could read it with slits for eyes
1234,2,some jihadi posted a bio of the isis boss mr awad with excellent sociological info cant thank himher enough for the gift
1235,1,only faggot pussies put their twitter pic of them and their dog
1236,1,rt <username> bitches cant finish a 6 inch sub but want a 13 inch dick
1237,2,slack jawed yokel husband <url>
1238,1,good luck coming to see us in vegas thats where all the bitches are at & 128514 & 128536
1239,1,i done seen a lot of fake shit that bitch aint bad shes basic
1240,2,rt <username> & 8220 <username> kissin small lips is trash lol & 8221 yessssss
1241,0,<username> yes you do retard
1242,0,<username> a faggot that needs to grow up
1243,2,rt <username> kim kardashian had a babyin more important news i took out the trash last night
1244,2,yankees should have never gave away melky guy can flat out hit yankees giants
1245,2,<username> youve been talking trash since we were 3 and 5
1246,0,& 8220 <username> my phone charging backwards & 128533 & 8221 retarded
1247,0,<username> happy birthday faggot
1248,1,rt <username> & 8220 <username> nah we still up rt <username> all the flat booty bitches asleep yet or nah & 8221 nope we outchea
1249,0,& 8220 <username> <username> & 127850 & 127850 & 127850 & 127850 & 127850 bitch ass nigga fuck you & 128079 & 128079 & 128079 & 128079 & 128079 & 128077 & 128077 & 128077 & 128077 & 128077 & 8221 & lt = these hoes aint got no manners realtalk
1250,0,im sure <username> would add this helpful parenthetical explanation if these were redneck peckerwood teabaggers <url>
1251,2,rt <username> even though a bird can fly it must land on earth
1252,0,<username> stay talking defending your fuckboy ass boyfriend or what go suck him off while youre at it faggot
1253,1,real nigs uck with me and i dont give a uck who dont
1254,2,<username> lol then they have one more flavor i think its yellow idk but yea there bomb
1255,0,<username> the you & 8217re going 2have 2 kill crackers & amp their babies & 8221 new black panthers credibilityshot fergusonriot justice 4mikebrown
1256,0,<username> <username> you have a redneck attitude the same people that think benghazzi is real think fox fake nws is real your one
1257,1,<username> aint like i have anything to do bitch boy lol
1258,0,<username> you dont have any kids what are you one of them queers
1259,0,rt <username> chava needs to stay in his lane and keep sending gyro to hell you dont want it with the big boys you dirt infest ass beaner
1260,0,<username> <username> come wage with us fag
1261,2,finally got an updated pic with angel wing colored <url>
1262,1,young buck wanna eat dat nigguh like i aint fuckin dis up again
1263,2,lmaoooo rt <username> everything on bet is trash rt <username> brad rt <username> white mike was on bet he cant be trash
1264,2,my nephew albino albinos have astigmatisms eye spasms partial blindness its not their faults
1265,0,<username> i have never seen such ignorant illiterate pieces of shit in my life bring in natl guard & amp disperse this trash <username>
1266,2,american culture is stuck to the side of the toilet graffiti writers in europe can create better art without any lowlife trash sex jokes
1267,1,bad foreign bitch she a walkin ferrari
1268,0,it happens again black pack beats whitey this should make national news <url>
1269,0,<username> i dont hate that he blew up from 3005 like a hipster but i hate the faggots who say they love his music based off his worst
1270,0,<username> i got a dyke wit a child as whse mgr and she jus hired another girlboy dis week
1271,1,ronny kamm is a pussy
1272,1,youaremoreattractive if u a real bitch
1273,1,rt <username> do i fuck her or feed her & 8220 <username> i hate fat thick bitches & 8221
1274,0,<username> <username> gotta love it when the islamofascist cow tries to make a retort about age typical muzzie idiocy
1275,0,theyre working on a bill to prevent retards from voting who knew retards could vote things are starting to make sense now
